,Weight(Pounds)
6621,136.6499
6622,139.4778
6623,126.7884
6624,137.7632
6625,125.7112
6626,134.6283
6627,142.811
6628,124.8609
6629,134.2394
6630,112.6472
6631,120.5706
6632,126.6356
6633,122.2711
6634,114.6814
6635,137.7805
6636,122.7935
6637,129.0675
6638,121.8091
6639,139.8642
6640,137.6952
6641,124.648
6642,136.3251
6643,124.9316
6644,124.5664
6645,147.8495
6646,121.062
6647,134.3163
6648,145.8658
6649,128.6599
6650,148.3039
6651,118.5265
6652,121.1303
6653,106.3264
6654,142.5205
6655,143.2796
6656,119.9716
6657,142.1026
6658,130.4
6659,129.4293
6660,128.4835
6661,113.0689
6662,116.4099
6663,115.4541
6664,121.7866
6665,114.1458
6666,109.2672
6667,102.657
6668,130.9008
6669,141.8457
6670,138.0014
6671,122.4759
6672,120.175
6673,115.3758
6674,115.1326
6675,134.6538
6676,123.5377
6677,133.2865
6678,135.2291
6679,118.0737
6680,125.0585
6681,134.2382
6682,126.5512
6683,118.1801
6684,116.6818
6685,149.0548
6686,122.7405
6687,128.8346
6688,122.1635
6689,134.2863
6690,140.8941
6691,115.7462
6692,122.7829
6693,148.6758
6694,128.1767
6695,135.2626
6696,129.3778
6697,113.7661
6698,118.1876
6699,119.7272
6700,111.0794
6701,122.6207
6702,149.449
6703,127.2521
6704,140.5165
6705,103.6644
6706,129.1403
6707,143.8415
6708,115.4829
6709,131.1892
6710,134.2093
6711,137.8539
6712,136.2478
6713,145.386
6714,143.8422
6715,120.5931
6716,122.8529
6717,124.496
6718,107.3653
6719,136.4277
6720,149.0714
6721,137.1885
6722,137.31
6723,139.6149
6724,116.7063
6725,133.7463
6726,134.2961
6727,118.338
6728,144.4866
6729,120.6126
6730,145.1667
6731,113.2283
6732,112.7536
6733,123.1815
6734,121.9317
6735,119.4187
6736,132.9604
6737,127.4027
6738,122.3824
6739,132.2244
6740,124.3983
6741,111.3963
6742,123.1817
6743,103.6091
6744,123.5493
6745,142.1095
6746,129.7913
6747,136.4478
6748,120.6969
6749,122.3988
6750,138.1901
6751,119.8895
6752,110.6977
6753,131.6536
6754,125.3077
6755,138.519
6756,139.2637
6757,132.4121
6758,128.3885
6759,127.6618
6760,137.9139
6761,131.205
6762,126.5417
6763,144.8666
6764,123.4989
6765,129.7462
6766,145.3356
6767,115.2889
6768,119.9549
6769,112.1502
6770,127.8367
6771,137.6326
6772,121.9201
6773,131.9945
6774,135.8511
6775,133.3027
6776,123.0711
6777,125.7077
6778,130.9707
6779,143.7162
6780,138.1647
6781,146.7285
6782,133.1515
6783,123.5134
6784,129.2444
6785,121.9078
6786,128.4009
6787,140.9392
6788,137.3493
6789,129.5348
6790,131.0273
6791,146.3213
6792,97.06459
6793,119.8514
6794,124.1159
6795,144.9636
6796,117.0746
6797,126.7865
6798,112.9692
6799,141.588
6800,124.0298
6801,125.5482
6802,122.1783
6803,118.2902
6804,116.5597
6805,116.5077
6806,147.473
6807,131.7851
6808,132.2825
6809,134.3807
6810,119.8518
6811,136.1642
6812,114.5097
6813,138.2213
6814,133.2127
6815,126.5382
6816,129.8661
6817,122.7073
6818,111.8648
6819,128.2887
6820,120.5732
6821,122.1059
6822,145.6585
6823,116.155
6824,137.4236
6825,137.894
6826,114.8329
6827,136.3654
6828,148.7839
6829,118.7125
6830,118.3544
6831,152.5436
6832,128.9651
6833,124.5497
6834,118.077
6835,100.3573
6836,120.8445
6837,136.3666
6838,129.3228
6839,129.9114
6840,116.261
6841,137.5933
6842,106.9772
6843,118.7891
6844,127.0282
6845,135.7681
6846,127.8121
6847,127.9637
6848,121.4664
6849,100.2395
6850,115.6267
6851,124.0965
6852,124.2217
6853,112.2167
6854,132.5438
6855,107.1524
6856,119.8364
6857,123.5259
6858,134.4521
6859,125.5112
6860,133.5386
6861,133.3158
6862,144.3195
6863,140.8419
6864,147.5959
6865,114.7572
6866,117.7686
6867,140.7958
6868,134.2855
6869,110.2144
6870,107.3158
6871,122.8845
6872,118.2503
6873,125.8938
6874,127.4892
6875,153.3295
6876,124.592
6877,106.8565
6878,133.7046
6879,124.6664
6880,132.0587
6881,138.0874
6882,130.3727
6883,118.1746
6884,134.8257
6885,123.7257
6886,128.9637
6887,151.0629
6888,126.6496
6889,114.8614
6890,133.6709
6891,137.1665
6892,139.5681
6893,127.7704
6894,119.206
6895,131.5259
6896,124.1454
6897,140.9604
6898,111.675
6899,131.6378
6900,133.7032
6901,133.0611
6902,115.596
6903,127.7475
6904,136.774
6905,135.1199
6906,117.4256
6907,128.3953
6908,124.6462
6909,140.4212
6910,129.9599
6911,116.1417
6912,138.8435
6913,131.9172
6914,120.174
6915,117.9655
6916,132.2259
6917,100.38
6918,112.8575
6919,127.3499
6920,128.0357
6921,148.2612
6922,118.697
6923,125.1128
6924,126.9495
6925,116.0879
6926,130.1563
6927,128.6877
6928,124.8016
6929,122.3703
6930,121.6673
6931,126.211
6932,127.3033
6933,133.3873
6934,136.3986
6935,112.0078
6936,146.1389
6937,126.0906
6938,100.7711
6939,132.1034
6940,142.7429
6941,119.2652
6942,123.567
6943,129.2791
6944,130.0454
6945,146.821
6946,102.0192
6947,122.3346
6948,113.4712
6949,134.5754
6950,136.6864
6951,127.6595
6952,112.9117
6953,139.8524
6954,100.8983
6955,134.0086
6956,134.1832
6957,124.2984
6958,113.8397
6959,126.8411
6960,138.4671
6961,135.8226
6962,134.1394
6963,147.1709
6964,124.7091
6965,128.6304
6966,126.6038
6967,117.6067
6968,131.2976
6969,130.2718
6970,123.9308
6971,111.1245
6972,150.9399
6973,138.5366
6974,123.6542
6975,135.4202
6976,131.7184
6977,148.9964
6978,129.818
6979,113.7404
6980,142.8879
6981,133.248
6982,123.5309
6983,131.3393
6984,138.7052
6985,121.5695
6986,134.9518
6987,107.9783
6988,122.5054
6989,140.5876
6990,113.4278
6991,115.1244
6992,126.9035
6993,122.0827
6994,117.6941
6995,112.418
6996,110.7359
6997,134.7077
6998,124.513
6999,100.1673
7000,122.5671
7001,139.537
7002,123.509
7003,137.4336
7004,131.4485
7005,148.3386
7006,127.5607
7007,107.7349
7008,119.5494
7009,135.9338
7010,129.6703
7011,138.3332
7012,111.1973
7013,109.7177
7014,138.7697
7015,117.8952
7016,118.436
7017,139.4789
7018,140.13
7019,106.9353
7020,123.1594
7021,130.2541
7022,127.0935
7023,141.2168
7024,106.5251
7025,135.2336
7026,116.2368
7027,107.2539
7028,125.2445
7029,126.7497
7030,124.7855
7031,130.3081
7032,129.0813
7033,136.352
7034,127.3129
7035,115.5565
7036,122.6641
7037,121.1687
7038,123.3812
7039,138.1009
7040,142.0686
7041,140.783
7042,118.1483
7043,116.9901
7044,134.1878
7045,128.8601
7046,127.995
7047,110.6146
7048,147.2812
7049,124.4182
7050,154.0956
7051,138.7187
7052,118.2185
7053,129.9864
7054,108.6521
7055,121.5126
7056,131.8032
7057,122.3023
7058,117.6848
7059,123.165
7060,128.1987
7061,120.519
7062,132.6177
7063,153.8047
7064,114.7964
7065,120.8603
7066,110.8094
7067,116.8675
7068,140.4034
7069,118.0107
7070,116.871
7071,99.65617
7072,123.1376
7073,131.78
7074,107.3991
7075,125.2837
7076,140.256
7077,126.4995
7078,132.1206
7079,126.5069
7080,116.9988
7081,113.4002
7082,114.8109
7083,108.9786
7084,137.5979
7085,122.6742
7086,120.8244
7087,139.8095
7088,117.7043
7089,149.6098
7090,139.4191
7091,137.8864
7092,113.2406
7093,117.0282
7094,129.6957
7095,137.8167
7096,125.1696
7097,112.7134
7098,122.761
7099,118.005
7100,143.2701
7101,122.6553
7102,139.9412
7103,110.0091
7104,136.5209
7105,126.6768
7106,133.8678
7107,136.4188
7108,126.8823
7109,117.7937
7110,132.8404
7111,116.0168
7112,135.585
7113,125.9307
7114,121.0867
7115,136.2764
7116,120.1009
7117,133.7637
7118,138.0896
7119,127.2923
7120,116.9931
7121,143.1639
7122,138.2081
7123,140.5597
7124,117.1367
7125,134.8175
7126,130.4298
7127,120.5148
7128,118.9157
7129,124.2062
7130,143.3808
7131,102.0683
7132,120.3717
7133,134.7602
7134,133.5285
7135,151.4865
7136,125.0424
7137,133.275
7138,114.8393
7139,136.6724
7140,124.6184
7141,153.9191
7142,130.0958
7143,126.8497
7144,130.1305
7145,137.0062
7146,143.488
7147,139.4233
7148,111.2477
7149,115.7454
7150,152.3875
7151,101.7823
7152,138.2295
7153,144.9564
7154,126.0652
7155,129.5533
7156,100.8383
7157,135.685
7158,130.124
7159,114.3281
7160,119.7082
7161,117.9674
7162,136.604
7163,126.5181
7164,139.2679
7165,132.4449
7166,129.9469
7167,105.7793
7168,120.3329
7169,110.5079
7170,122.0272
7171,121.6887
7172,140.3287
7173,130.2994
7174,130.1025
7175,133.1917
7176,128.1301
7177,137.3243
7178,139.0344
7179,152.5737
7180,145.3588
7181,131.4688
7182,135.01
7183,120.3701
7184,131.1969
7185,116.3957
7186,133.2719
7187,114.0233
7188,110.1396
7189,127.7667
7190,122.4339
7191,130.9145
7192,143.7263
7193,140.5105
7194,117.309
7195,128.3045
7196,132.42
7197,151.3699
7198,103.0898
7199,135.2409
7200,125.5754
7201,134.2854
7202,116.1475
7203,145.157
7204,97.38482
7205,141.5296
7206,124.1834
7207,119.41
7208,110.9564
7209,152.882
7210,133.4961
7211,131.5363
7212,147.9493
7213,107.2294
7214,123.3618
7215,119.6208
7216,109.7922
7217,130.909
7218,135.1808
7219,110.6117
7220,145.8197
7221,118.0754
7222,136.9369
7223,111.5511
7224,125.863
7225,126.7202
7226,157.414
7227,108.3825
7228,112.1651
7229,118.3111
7230,108.6568
7231,119.9807
7232,126.3537
7233,119.7988
7234,126.5725
7235,119.4016
7236,120.6734
7237,122.5543
7238,119.0203
7239,126.4594
7240,112.3129
7241,118.6985
7242,132.4024
7243,136.0832
7244,129.2316
7245,137.9614
7246,131.5778
7247,141.3806
7248,134.1194
7249,118.5526
7250,116.3449
7251,136.6981
7252,131.0281
7253,112.1012
7254,131.0829
7255,127.4022
7256,150.4959
7257,130.8527
7258,147.5658
7259,128.8298
7260,131.0973
7261,118.725
7262,143.9424
7263,112.5632
7264,125.5583
7265,136.9352
7266,132.7607
7267,142.7019
7268,139.2383
7269,140.0915
7270,134.3808
7271,120.986
7272,114.208
7273,128.8771
7274,127.669
7275,129.4355
7276,122.759
7277,126.8856
7278,132.2408
7279,132.3362
7280,137.7408
7281,148.1165
7282,119.7771
7283,122.5452
7284,147.1068
7285,142.18
7286,134.8398
7287,131.9221
7288,135.0619
7289,140.3879
7290,144.7957
7291,133.4026
7292,134.0615
7293,140.8089
7294,136.7987
7295,117.5218
7296,125.0994
7297,120.3094
7298,131.5393
7299,128.7348
7300,145.317
7301,139.9063
7302,111.1929
7303,134.0435
7304,109.4509
7305,125.6017
7306,125.4635
7307,108.8633
7308,122.1298
7309,134.7721
7310,118.2586
7311,134.8389
7312,149.9199
7313,120.5065
7314,131.3163
7315,120.7318
7316,145.3154
7317,128.9349
7318,132.4517
7319,125.7715
7320,88.81051
7321,138.3541
7322,127.8418
7323,127.7406
7324,117.28
7325,133.4251
7326,140.4405
7327,131.4384
7328,111.3263
7329,115.9311
7330,141.2872
7331,129.9806
7332,134.8798
7333,156.0944
7334,134.7738
7335,135.5158
7336,120.9929
7337,133.0843
7338,128.0102
7339,111.8821
7340,108.5709
7341,141.8568
7342,134.9127
7343,118.2398
7344,123.5611
7345,110.9755
7346,121.7078
7347,128.9687
7348,132.6356
7349,111.0262
7350,143.2576
7351,125.2298
7352,136.3245
7353,126.3744
7354,133.2845
7355,122.813
7356,121.3649
7357,139.8288
7358,130.8996
7359,137.4973
7360,124.8715
7361,122.6361
7362,128.1323
7363,110.4944
7364,130.4623
7365,124.1877
7366,140.3651
7367,132.4583
7368,129.9706
7369,144.3226
7370,118.4512
7371,133.0559
7372,123.7602
7373,125.6892
7374,129.7971
7375,106.1024
7376,139.3225
7377,130.4799
7378,119.9616
7379,124.4751
7380,126.0978
7381,128.2102
7382,136.238
7383,121.8698
7384,112.3066
7385,134.703
7386,127.4389
7387,106.6406
7388,107.8906
7389,117.2843
7390,110.2457
7391,121.0482
7392,124.3501
7393,128.1553
7394,121.222
7395,121.0895
7396,117.5089
7397,97.5369
7398,119.6172
7399,118.9727
7400,137.8509
7401,121.5155
7402,132.5458
7403,100.0056
7404,141.2024
7405,126.5394
7406,155.3977
7407,134.7797
7408,125.6942
7409,115.004
7410,125.904
7411,123.25
7412,117.198
7413,148.7849
7414,128.8653
7415,118.7941
7416,123.3988
7417,90.03145
7418,120.5746
7419,126.2191
7420,126.7902
7421,124.9625
7422,143.185
7423,129.4889
7424,131.3101
7425,139.614
7426,120.3352
7427,128.0491
7428,144.2164
7429,107.2461
7430,140.6199
7431,110.6346
7432,123.7867
7433,134.2646
7434,135.7343
7435,132.574
7436,101.3696
7437,138.2492
7438,131.9158
7439,99.18847
7440,104.5348
7441,108.8067
7442,129.1996
7443,132.2253
7444,132.0935
7445,121.3455
7446,120.1047
7447,122.0791
7448,125.3647
7449,112.5542
7450,121.1324
7451,115.4338
7452,140.7167
7453,123.0205
7454,127.0142
7455,130.0494
7456,144.1957
7457,129.699
7458,143.083
7459,117.2453
7460,139.3682
7461,106.0456
7462,131.0038
7463,119.6203
7464,112.35
7465,132.679
7466,139.7611
7467,135.8145
7468,133.3183
7469,121.2002
7470,111.6109
7471,114.0807
7472,110.2593
7473,122.8997
7474,134.8572
7475,119.1949
7476,118.4403
7477,134.1269
7478,125.0959
7479,123.8787
7480,125.8733
7481,114.2514
7482,135.5384
7483,115.7687
7484,119.574
7485,114.6366
7486,117.4341
7487,153.8939
7488,107.8835
7489,113.0245
7490,131.5965
7491,131.1377
7492,139.4594
7493,133.7691
7494,113.0185
7495,118.3424
7496,138.2626
7497,139.6973
7498,132.6589
7499,141.7412
7500,150.0568
7501,118.2564
7502,118.9631
7503,135.4832
7504,154.3167
7505,133.1199
7506,115.4637
7507,135.9939
7508,112.9479
7509,136.3002
7510,128.7134
7511,124.5508
7512,114.0726
7513,106.2728
7514,121.7322
7515,114.8589
7516,110.7923
7517,132.2393
7518,141.1859
7519,121.3297
7520,117.6169
7521,140.1896
7522,141.9068
7523,126.1456
7524,128.0042
7525,130.8349
7526,143.7256
7527,138.9172
7528,140.3419
7529,131.6908
7530,140.8144
7531,125.7072
7532,116.0417
7533,113.6366
7534,125.5184
7535,111.8929
7536,134.5124
7537,127.1
7538,121.8737
7539,130.421
7540,115.7811
7541,120.4567
7542,133.6623
7543,105.3131
7544,141.2867
7545,124.5046
7546,120.0427
7547,121.0602
7548,147.2286
7549,125.5631
7550,126.7142
7551,147.5274
7552,134.3203
7553,131.2151
7554,137.5212
7555,149.4448
7556,125.7485
7557,123.1591
7558,122.6614
7559,107.0973
7560,126.4469
7561,130.1897
7562,128.0733
7563,147.6337
7564,124.8905
7565,140.4072
7566,135.5266
7567,129.793
7568,140.7337
7569,121.2177
7570,139.6088
7571,117.0843
7572,129.6054
7573,123.8408
7574,129.3636
7575,118.034
7576,127.871
7577,129.2263
7578,130.3162
7579,125.3443
7580,114.5746
7581,123.6368
7582,111.5203
7583,135.3127
7584,126.2811
7585,128.3855
7586,110.5005
7587,125.1627
7588,131.7113
7589,129.2797
7590,127.2682
7591,116.1557
7592,115.6411
7593,130.089
7594,119.1357
7595,138.6263
7596,132.1391
7597,133.7259
7598,103.413
7599,140.5224
7600,139.2476
7601,137.1816
7602,128.6937
7603,119.6812
7604,134.283
7605,117.5826
7606,149.014
7607,125.2519
7608,137.9874
7609,114.0989
7610,105.5528
7611,129.1214
7612,121.6671
7613,125.6806
7614,106.5133
7615,145.4679
7616,137.8311
7617,108.3132
7618,117.8311
7619,137.0213
7620,94.93893
7621,121.7877
7622,127.8304
7623,136.728
7624,113.3811
7625,139.7068
7626,137.8162
7627,104.8015
7628,129.3583
7629,138.6321
7630,116.5963
7631,124.8835
7632,137.4516
7633,140.2377
7634,136.2189
7635,104.3901
7636,119.4984
7637,118.2663
7638,130.1457
7639,129.0666
7640,132.7511
7641,117.4982
7642,130.8403
7643,125.5251
7644,115.863
7645,128.8302
7646,109.3304
7647,125.8588
7648,107.2491
7649,125.2769
7650,129.2856
7651,122.2752
7652,130.3915
7653,132.8653
7654,130.4108
7655,154.3757
7656,137.7144
7657,123.928
7658,127.1621
7659,126.3357
7660,114.9381
7661,118.2746
7662,122.5043
7663,120.3915
7664,98.47908
7665,131.2951
7666,116.8011
7667,131.919
7668,118.3939
7669,120.0249
7670,126.7391
7671,152.5009
7672,120.6596
7673,130.2
7674,138.8221
7675,136.6213
7676,105.4542
7677,130.3208
7678,129.5017
7679,112.1223
7680,107.7735
7681,142.2364
7682,130.1736
7683,133.648
7684,106.9745
7685,127.1369
7686,141.6155
7687,123.8881
7688,124.7274
7689,133.492
7690,140.1252
7691,135.2445
7692,129.5831
7693,120.7322
7694,133.7433
7695,104.3528
7696,140.0099
7697,120.8264
7698,115.9752
7699,117.0558
7700,129.4873
7701,133.6015
7702,126.6594
7703,122.6178
7704,132.9071
7705,125.2964
7706,114.7138
7707,131.4842
7708,123.4755
7709,120.1682
7710,134.088
7711,121.9653
7712,103.3546
7713,112.4828
7714,105.3961
7715,135.062
7716,132.1296
7717,127.2412
7718,125.0147
7719,113.585
7720,120.1023
7721,129.7442
7722,128.7635
7723,104.2348
7724,125.962
7725,138.3373
7726,144.0366
7727,137.1058
7728,130.6387
7729,124.7815
7730,134.4502
7731,132.8462
7732,135.425
7733,124.1334
7734,143.9272
7735,124.9954
7736,155.452
7737,124.8133
7738,128.3211
7739,142.9052
7740,115.9
7741,121.9962
7742,136.23
7743,120.8577
7744,107.684
7745,104.361
7746,130.011
7747,127.6238
7748,142.0184
7749,134.5354
7750,124.1453
7751,125.066
7752,138.2726
7753,125.4025
7754,107.8487
7755,138.7248
7756,126.4965
7757,122.5994
7758,117.1647
7759,122.9325
7760,133.3385
7761,127.7046
7762,112.4733
7763,111.0985
7764,128.5118
7765,122.9677
7766,125.7629
7767,142.9565
7768,108.1239
7769,131.3885
7770,123.3667
7771,118.5143
7772,135.2062
7773,129.3282
7774,147.0635
7775,126.7902
7776,123.84
7777,118.6554
7778,127.0804
7779,137.4305
7780,132.4546
7781,113.2777
7782,117.6372
7783,125.8654
7784,128.857
7785,121.5519
7786,101.7983
7787,136.4959
7788,113.2549
7789,139.6333
7790,132.7411
7791,111.3947
7792,102.0057
7793,124.0644
7794,137.8685
7795,134.7202
7796,139.0328
7797,118.1128
7798,132.2918
7799,127.8828
7800,114.3964
7801,135.8661
7802,110.9974
7803,113.0832
7804,102.687
7805,159.3967
7806,129.7132
7807,141.4122
7808,129.9013
7809,116.2096
7810,126.6121
7811,114.8391
7812,130.9476
7813,117.224
7814,128.0368
7815,129.2199
7816,124.9153
7817,119.7681
7818,137.758
7819,124.0211
7820,125.9789
7821,125.507
7822,118.2146
7823,152.6344
7824,124.0016
7825,130.8507
7826,132.5789
7827,137.5606
7828,134.532
7829,120.9022
7830,117.7639
7831,113.2767
7832,147.1355
7833,113.5152
7834,159.7844
7835,125.1913
7836,127.5662
7837,125.6505
7838,118.6649
7839,136.0667
7840,122.8314
7841,133.0347
7842,136.451
7843,126.3811
7844,114.2042
7845,120.3379
7846,119.8795
7847,134.1961
7848,125.6206
7849,138.8165
7850,126.3497
7851,135.7442
7852,138.0519
7853,126.1461
7854,120.9616
7855,139.8337
7856,122.2411
7857,129.7149
7858,137.1631
7859,104.5086
7860,135.7377
7861,111.5493
7862,147.7067
7863,150.4786
7864,133.0872
7865,140.7383
7866,130.441
7867,127.5606
7868,133.9221
7869,145.462
7870,133.8265
7871,126.2885
7872,117.1077
7873,128.5263
7874,120.2431
7875,114.7654
7876,132.424
7877,132.1972
7878,135.255
7879,113.9045
7880,117.297
7881,150.618
7882,143.2179
7883,132.1823
7884,134.9196
7885,122.1659
7886,122.904
7887,108.7074
7888,132.6449
7889,121.0436
7890,117.715
7891,133.341
7892,138.2921
7893,130.4579
7894,117.4415
7895,107.1855
7896,128.3023
7897,114.237
7898,116.3676
7899,124.5841
7900,131.53
7901,137.6548
7902,127.1615
7903,110.4732
7904,125.4882
7905,124.8483
7906,136.4508
7907,123.6033
7908,126.7841
7909,141.1367
7910,127.3606
7911,134.9724
7912,135.8397
7913,142.7681
7914,126.5143
7915,131.7103
7916,126.6811
7917,122.6931
7918,134.2315
7919,120.9306
7920,132.2909
7921,132.287
7922,126.1785
7923,118.2022
7924,126.4329
7925,120.3791
7926,103.6353
7927,112.3691
7928,119.6693
7929,106.3895
7930,120.2067
7931,156.5971
7932,132.4808
7933,132.0505
7934,148.9722
7935,128.9143
7936,109.9494
7937,121.8319
7938,136.4146
7939,154.4947
7940,116.8189
7941,123.4374
7942,128.5252
7943,114.5546
7944,142.8329
7945,124.5284
7946,109.5514
7947,137.4034
7948,119.4607
7949,122.7447
7950,143.4836
7951,116.2868
7952,120.3912
7953,117.8198
7954,131.9536
7955,128.8624
7956,118.315
7957,140.7132
7958,138.7414
7959,123.6693
7960,104.0396
7961,122.9904
7962,131.6367
7963,122.1745
7964,128.2344
7965,135.757
7966,116.2938
7967,134.0076
7968,127.5092
7969,145.7932
7970,141.9976
7971,127.9425
7972,140.2004
7973,126.914
7974,123.7364
7975,119.0958
7976,132.4222
7977,126.7739
7978,138.5358
7979,115.0837
7980,122.7868
7981,138.6654
7982,113.5556
7983,126.086
7984,128.952
7985,137.0564
7986,142.6514
7987,127.0386
7988,130.8347
7989,120.0967
7990,137.3509
7991,135.0166
7992,125.4398
7993,113.7752
7994,128.7894
7995,110.3175
7996,169.1268
7997,127.2647
7998,121.7823
7999,123.2914
8000,126.5258
8001,124.1856
8002,119.5459
8003,125.1912
8004,126.2716
8005,110.894
8006,120.3019
8007,135.0369
8008,152.6168
8009,130.5463
8010,123.7466
8011,134.9316
8012,129.6641
8013,118.1433
8014,136.9932
8015,107.7319
8016,135.5159
8017,123.7345
8018,146.4336
8019,127.9335
8020,123.4302
8021,122.5101
8022,119.1983
8023,137.1607
8024,123.3591
8025,126.1915
8026,111.5519
8027,133.9494
8028,134.4253
8029,114.8024
8030,124.7691
8031,110.3778
8032,125.9397
8033,137.9496
8034,141.0108
8035,127.3467
8036,130.1828
8037,127.6085
8038,124.1533
8039,151.7634
8040,135.5982
8041,131.2158
8042,121.2608
8043,137.4995
8044,144.6209
8045,116.8405
8046,131.8359
8047,133.605
8048,138.1052
8049,136.5839
8050,123.8328
8051,131.0779
8052,136.8494
8053,130.5691
8054,132.9542
8055,121.2351
8056,118.3996
8057,122.1652
8058,121.728
8059,118.4049
8060,120.621
8061,134.4838
8062,131.2404
8063,121.228
8064,110.6602
8065,134.4204
8066,148.5606
8067,129.7384
8068,109.4881
8069,131.1947
8070,121.931
8071,138.8549
8072,134.9595
8073,145.0718
8074,116.5654
8075,129.734
8076,123.7944
8077,124.2097
8078,135.5006
8079,143.0166
8080,126.0365
8081,134.5517
8082,116.7611
8083,128.9351
8084,134.6404
8085,128.3649
8086,125.7087
8087,133.4489
8088,103.0865
8089,127.065
8090,118.2251
8091,122.6757
8092,124.6458
8093,138.5996
8094,116.4343
8095,140.0236
8096,142.4689
8097,125.1139
8098,113.1903
8099,120.4629
8100,133.6411
8101,101.9669
8102,135.9051
8103,121.8755
8104,142.7891
8105,132.9498
8106,125.3998
8107,119.5183
8108,128.4407
8109,120.9619
8110,110.0212
8111,108.7627
8112,128.0636
8113,121.2109
8114,113.9021
8115,142.3934
8116,135.0981
8117,135.9867
8118,133.625
8119,123.5221
8120,121.1495
8121,139.379
8122,132.2175
8123,129.4864
8124,91.8085
8125,130.0474
8126,118.8111
8127,145.2176
8128,152.0833
8129,100.2743
8130,137.6556
8131,135.5083
8132,118.6405
8133,145.8844
8134,115.3104
8135,119.3074
8136,132.1547
8137,124.6849
8138,135.1557
8139,116.0361
8140,136.027
8141,112.1713
8142,133.1515
8143,132.088
8144,135.4905
8145,126.827
8146,137.5684
8147,127.293
8148,124.2118
8149,119.5556
8150,91.25752
8151,142.5115
8152,127.7847
8153,128.8566
8154,135.9276
8155,151.879
8156,132.0277
8157,123.1697
8158,117.6912
8159,127.0545
8160,137.9252
8161,115.1881
8162,120.6277
8163,136.41
8164,149.0647
8165,111.3072
8166,127.8014
8167,137.7495
8168,129.9887
8169,123.3208
8170,146.7832
8171,135.4823
8172,129.0149
8173,136.768
8174,122.5324
8175,118.0131
8176,135.317
8177,143.2456
8178,137.8977
8179,135.0191
8180,135.026
8181,122.9795
8182,120.4781
8183,135.534
8184,137.0927
8185,133.3871
8186,133.4505
8187,124.4906
8188,144.5481
8189,133.8378
8190,109.9033
8191,122.7443
8192,99.0744
8193,134.7996
8194,116.8893
8195,135.6049
8196,113.6473
8197,139.7899
8198,121.4679
8199,134.3005
8200,125.2
8201,124.9999
8202,117.5449
8203,142.6142
8204,143.9751
8205,141.5128
8206,113.8639
8207,133.7791
8208,122.5777
8209,135.4846
8210,143.309
8211,134.3715
8212,128.963
8213,142.3413
8214,138.7374
8215,113.3238
8216,118.6681
8217,144.152
8218,155.0439
8219,135.3184
8220,109.9437
8221,124.4395
8222,134.417
8223,130.7336
8224,128.6113
8225,133.3423
8226,136.4262
8227,140.5089
8228,136.0998
8229,105.284
8230,127.227
8231,120.6136
8232,115.003
8233,129.9544
8234,104.3081
8235,131.4725
8236,126.3612
8237,121.2363
8238,140.2805
8239,129.2682
8240,126.2858
8241,137.4431
8242,117.2798
8243,121.0725
8244,142.7478
8245,125.9385
8246,114.225
8247,133.1533
8248,120.7303
8249,137.3349
8250,105.3169
8251,116.3236
8252,118.147
8253,133.6457
8254,123.9537
8255,143.4905
8256,117.9183
8257,142.08
8258,136.4499
8259,120.6503
8260,125.5261
8261,113.1137
8262,134.7475
8263,111.0142
8264,122.3297
8265,130.4762
8266,124.5562
8267,129.6617
8268,141.8458
8269,123.953
8270,130.441
8271,127.0952
8272,136.0598
8273,114.0398
8274,122.2341
8275,123.7772
8276,116.7279
8277,154.5031
8278,123.1233
8279,138.9521
8280,150.3119
8281,129.6463
8282,138.4825
8283,137.7115
8284,126.4259
8285,132.8622
8286,115.3726
8287,110.6226
8288,120.392
8289,130.1554
8290,125.7973
8291,117.4231
8292,133.7229
8293,131.2588
8294,127.8143
8295,120.9216
8296,141.0636
8297,144.1656
8298,121.6819
8299,121.3264
8300,124.8608
8301,124.1474
8302,130.2642
8303,119.7938
8304,137.7862
8305,137.8791
8306,130.997
8307,115.8327
8308,128.5074
8309,119.3601
8310,139.7362
8311,129.5891
8312,126.8148
8313,132.9198
8314,99.69835
8315,124.5827
8316,120.3137
8317,84.26295
8318,124.4028
8319,128.8174
8320,121.0948
8321,126.6962
8322,135.744
8323,108.706
8324,122.0975
8325,109.3178
8326,113.8038
8327,159.4608
8328,139.0226
8329,125.9181
8330,123.4824
8331,140.0057
8332,128.4365
8333,132.4955
8334,112.9736
8335,155.7617
8336,116.0386
8337,115.5906
8338,138.3516
8339,112.8601
8340,133.5413
8341,112.2883
8342,137.7297
8343,122.6836
8344,108.3135
8345,139.3953
8346,119.9003
8347,149.1915
8348,127.4068
8349,118.3092
8350,135.0451
8351,120.4317
8352,131.041
8353,128.0926
8354,141.614
8355,135.1406
8356,147.5304
8357,104.5216
8358,124.1642
8359,130.3102
8360,120.5525
8361,117.8028
8362,124.0657
8363,140.2734
8364,124.0408
8365,143.68
8366,117.7358
8367,118.2815
8368,127.8454
8369,136.177
8370,113.1378
8371,117.5526
8372,133.8826
8373,131.2102
8374,94.21964
8375,127.7961
8376,100.2388
8377,124.5368
8378,139.8293
8379,129.0105
8380,125.379
8381,123.9033
8382,147.1507
8383,113.5479
8384,117.2405
8385,128.0275
8386,118.8067
8387,124.6767
8388,148.1246
8389,122.9936
8390,116.068
8391,107.6202
